#      t       A       B       C       x       y

0.05336782 31 61 106 0.19485572 -0.26250000
0.05416692 31 68 99 0.13423394 -0.26250000
0.05490081 31 72 95 0.09959292 -0.26250000
0.05569083 30 78 90 0.05196152 -0.27000000
0.05633887 29 84 85 0.00433013 -0.27750000
0.05743969 31 84 83 -0.00433013 -0.26250000
0.05816671 31 82 85 0.01299038 -0.26250000
0.05894527 30 88 80 -0.03464102 -0.27000000
0.05988798 33 89 76 -0.05629165 -0.24750000
0.06089270 33 93 72 -0.09093267 -0.24750000
0.06168286 36 97 65 -0.13856406 -0.22500000
0.06325936 36 101 61 -0.17320508 -0.22500000
0.06450074 41 98 59 -0.16887495 -0.18750000
0.06514797 41 99 58 -0.17753521 -0.18750000
0.06586762 44 100 54 -0.19918584 -0.16500000
0.06660012 45 102 51 -0.22083648 -0.15750000
0.06726828 46 101 51 -0.21650635 -0.15000000
0.06826003 49 102 47 -0.23815699 -0.12750000
0.06896488 52 103 43 -0.25980762 -0.10500000
0.07039274 52 107 39 -0.29444864 -0.10500000
0.07162844 57 104 37 -0.29011851 -0.06750000
0.07290560 60 105 33 -0.31176915 -0.04500000
0.07420682 66 100 32 -0.29444864 0.00000000
0.07477306 68 97 33 -0.27712813 0.01500000
0.07574633 71 92 35 -0.24681724 0.03750000
0.07675148 75 91 32 -0.25547749 0.06750000
0.07756449 77 88 33 -0.23815699 0.08250000
0.07813678 80 89 29 -0.25980762 0.10500000
0.07899302 83 84 31 -0.22949673 0.12750000
0.07955410 88 81 29 -0.22516660 0.16500000
0.08043032 89 77 32 -0.19485572 0.17250000
0.08100978 95 72 31 -0.17753521 0.21750000
0.08194880 99 68 31 -0.16021470 0.24750000
0.08269922 104 62 32 -0.12990381 0.28500000
0.08343523 102 58 38 -0.08660254 0.27000000
0.08418993 104 55 39 -0.06928203 0.28500000
0.08512415 103 55 40 -0.06495191 0.27750000
0.08612782 104 51 43 -0.03464102 0.28500000
0.08688968 102 53 43 -0.04330127 0.27000000
0.08758620 101 50 47 -0.01299038 0.26250000
0.08803907 101 45 52 0.03031089 0.26250000
0.08843892 103 39 56 0.07361216 0.27750000
0.08950367 101 41 56 0.06495191 0.26250000
0.09036609 98 42 58 0.06928203 0.24000000
0.09098019 94 42 62 0.08660254 0.21000000
0.09176473 94 37 67 0.12990381 0.21000000
0.09242667 92 33 73 0.17320508 0.19500000
0.09307353 86 34 78 0.19052559 0.15000000
0.09378634 85 40 73 0.14289419 0.14250000
0.09431207 86 39 73 0.14722432 0.15000000
0.09525153 87 35 76 0.17753521 0.15750000
0.09593111 82 37 79 0.18186533 0.12000000
0.09660601 80 39 79 0.17320508 0.10500000
0.09721680 74 37 87 0.21650635 0.06000000
0.09837391 68 41 89 0.20784610 0.01500000
0.09896537 66 43 89 0.19918584 0.00000000
0.09994346 63 44 91 0.20351597 -0.02250000
0.10080023 60 45 93 0.20784610 -0.04500000
0.10147690 57 49 92 0.18619546 -0.06750000
0.10253779 53 52 93 0.17753521 -0.09750000
0.10337190 51 60 87 0.11691343 -0.11250000
0.10388359 48 61 89 0.12124356 -0.13500000
0.10492464 46 66 86 0.08660254 -0.15000000
0.10558417 45 69 84 0.06495191 -0.15750000
0.10626164 40 74 84 0.04330127 -0.19500000
0.10657903 38 79 81 0.00866025 -0.21000000
0.10732220 36 81 81 0.00000000 -0.22500000
0.10845710 30 85 83 -0.00866025 -0.27000000
0.10961437 27 89 82 -0.03031089 -0.29250000
0.11035383 31 91 76 -0.06495191 -0.26250000
0.11184707 32 93 73 -0.08660254 -0.25500000
0.11221973 35 94 69 -0.10825318 -0.23250000
0.11267689 35 101 62 -0.16887495 -0.23250000
0.11370877 38 105 55 -0.21650635 -0.21000000
0.11485267 41 103 54 -0.21217622 -0.18750000
0.11567614 40 106 52 -0.23382686 -0.19500000
0.11624580 40 110 48 -0.26846788 -0.19500000
0.11724027 43 111 44 -0.29011851 -0.17250000
0.11835154 46 112 40 -0.31176915 -0.15000000
0.11903290 48 112 38 -0.32042940 -0.13500000
0.11978301 51 110 37 -0.31609927 -0.11250000
0.12073320 54 108 36 -0.31176915 -0.09000000
0.12147906 57 106 35 -0.30743902 -0.06750000
0.12242487 57 107 34 -0.31609927 -0.06750000
0.12298708 58 112 28 -0.36373067 -0.06000000
0.12398444 63 112 23 -0.38538130 -0.02250000
0.12551065 70 108 20 -0.38105118 0.03000000
0.12636470 75 105 18 -0.37672105 0.06750000
0.12777567 85 95 18 -0.33341978 0.14250000
0.12853692 91 90 17 -0.31609927 0.18750000
0.12954684 97 85 16 -0.29877876 0.23250000
0.13037626 103 80 15 -0.28145826 0.27750000
0.13110993 107 73 18 -0.23815699 0.30750000
0.13194818 113 65 20 -0.19485572 0.35250000
0.13298550 109 65 24 -0.17753521 0.32250000
0.13409398 115 57 26 -0.13423394 0.36750000
0.13546472 113 56 29 -0.11691343 0.35250000
0.13631700 117 52 29 -0.09959292 0.38250000
0.13705259 116 49 33 -0.06928203 0.37500000
0.13800474 117 45 36 -0.03897114 0.38250000
0.13900141 117 40 41 0.00433013 0.38250000
0.14011623 117 38 43 0.02165064 0.38250000
0.14094278 120 36 42 0.02598076 0.40500000
0.14178312 115 35 48 0.05629165 0.36750000
0.14268461 110 34 54 0.08660254 0.33000000
0.14335619 104 32 62 0.12990381 0.28500000
0.14411990 100 32 66 0.14722432 0.25500000
0.14506182 92 34 72 0.16454483 0.19500000
0.14584315 86 35 77 0.18186533 0.15000000
0.14650603 81 34 83 0.21217622 0.11250000
0.14718910 73 36 89 0.22949673 0.05250000
0.14853621 68 41 89 0.20784610 0.01500000
0.14907146 62 42 94 0.22516660 -0.03000000
0.14982859 59 43 96 0.22949673 -0.05250000
0.15086545 59 44 95 0.22083648 -0.05250000
0.15138354 57 40 101 0.26413775 -0.06750000
0.15208719 55 45 98 0.22949673 -0.08250000
0.15298403 55 46 97 0.22083648 -0.08250000
0.15337083 48 46 104 0.25114737 -0.13500000
0.15390271 46 48 104 0.24248711 -0.15000000
0.15488922 42 48 108 0.25980762 -0.18000000
0.15562456 41 45 112 0.29011851 -0.18750000
0.15629637 39 50 109 0.25547749 -0.20250000
0.15728442 41 53 104 0.22083648 -0.18750000
0.15789918 42 55 101 0.19918584 -0.18000000
0.15853130 43 54 101 0.20351597 -0.17250000
0.15923085 41 53 104 0.22083648 -0.18750000
0.15994171 39 55 104 0.21217622 -0.20250000
0.16055168 39 56 103 0.20351597 -0.20250000
0.16159730 41 56 101 0.19485572 -0.18750000
0.16258415 40 59 99 0.17320508 -0.19500000
0.16327516 43 63 92 0.12557368 -0.17250000
0.16498743 42 69 87 0.07794229 -0.18000000
0.16593269 44 75 79 0.01732051 -0.16500000
0.16635503 43 78 77 -0.00433013 -0.17250000
0.16751453 43 79 76 -0.01299038 -0.17250000
0.16830508 45 76 77 0.00433013 -0.15750000
0.16905825 47 76 75 -0.00433013 -0.14250000
0.16995631 44 77 77 0.00000000 -0.16500000
0.17050605 44 78 76 -0.00866025 -0.16500000
0.17201695 45 77 76 -0.00433013 -0.15750000
0.17226731 45 81 72 -0.03897114 -0.15750000
0.17325217 46 83 69 -0.06062178 -0.15000000
0.17364252 49 87 62 -0.10825318 -0.12750000
0.17437135 54 84 60 -0.10392305 -0.09000000
0.17545103 55 83 60 -0.09959292 -0.08250000
0.17623655 57 83 58 -0.10825318 -0.06750000
0.17702385 62 83 53 -0.12990381 -0.03000000
0.17805489 67 83 48 -0.15155445 0.00750000
0.17933067 71 79 48 -0.13423394 0.03750000
0.18042920 77 71 50 -0.09093267 0.08250000
0.18132678 82 68 48 -0.08660254 0.12000000
0.18226683 83 64 51 -0.05629165 0.12750000
0.18336904 87 60 51 -0.03897114 0.15750000
0.18385848 90 55 53 -0.00866025 0.18000000
0.18429283 88 57 53 -0.01732051 0.16500000
0.18511310 90 54 54 0.00000000 0.18000000
0.18569091 90 52 56 0.01732051 0.18000000
0.18658284 86 49 63 0.06062178 0.15000000
0.18720543 84 48 66 0.07794229 0.13500000
0.18767807 85 47 66 0.08227241 0.14250000
0.18843296 83 46 69 0.09959292 0.12750000
0.18909790 82 46 70 0.10392305 0.12000000
0.18988356 78 46 74 0.12124356 0.09000000
0.19042954 77 43 78 0.15155445 0.08250000
0.19102818 76 40 82 0.18186533 0.07500000
0.19130824 73 41 84 0.18619546 0.05250000
0.19255703 69 41 88 0.20351597 0.02250000
0.19312449 72 36 90 0.23382686 0.04500000
0.19359013 71 33 94 0.26413775 0.03750000
0.19455659 62 34 102 0.29444864 -0.03000000
0.19530049 61 34 103 0.29877876 -0.03750000
0.19594780 61 38 99 0.26413775 -0.03750000
0.19666646 56 40 102 0.26846788 -0.07500000
0.19705381 52 40 106 0.28578838 -0.10500000
0.19753162 47 42 109 0.29011851 -0.14250000
0.19885310 45 47 106 0.25547749 -0.15750000
0.19987022 46 52 100 0.20784610 -0.15000000
0.20070154 47 51 100 0.21217622 -0.14250000
0.20117175 41 52 105 0.22949673 -0.18750000
0.20205704 42 51 105 0.23382686 -0.18000000
0.20324878 37 56 105 0.21217622 -0.21750000
0.20408319 35 61 102 0.17753521 -0.23250000
0.20486396 35 65 98 0.14289419 -0.23250000
0.20597318 35 66 97 0.13423394 -0.23250000
0.20761227 34 69 95 0.11258330 -0.24000000
0.20808821 31 73 94 0.09093267 -0.26250000
0.20894224 29 75 94 0.08227241 -0.27750000
0.20925546 31 75 92 0.07361216 -0.26250000
0.21002557 30 78 90 0.05196152 -0.27000000
0.21163939 31 77 90 0.05629165 -0.26250000
0.21215772 33 80 85 0.02165064 -0.24750000
0.21273353 33 81 84 0.01299038 -0.24750000
0.21394287 34 86 78 -0.03464102 -0.24000000
0.21491269 32 91 75 -0.06928203 -0.25500000
0.21602718 34 91 73 -0.07794229 -0.24000000
0.21669966 35 93 70 -0.09959292 -0.23250000
0.21714958 36 92 70 -0.09526279 -0.22500000
0.21796202 37 94 67 -0.11691343 -0.21750000
0.21859384 39 94 65 -0.12557368 -0.20250000
0.21976036 40 99 59 -0.17320508 -0.19500000
0.22055183 44 98 56 -0.18186533 -0.16500000
0.22174038 48 97 53 -0.19052559 -0.13500000
0.22265622 50 100 48 -0.22516660 -0.12000000
0.22392556 50 104 44 -0.25980762 -0.12000000
0.22430446 54 103 41 -0.26846788 -0.09000000
0.22506061 55 102 41 -0.26413775 -0.08250000
0.22592974 60 99 39 -0.25980762 -0.04500000
0.22668607 62 96 40 -0.24248711 -0.03000000
0.22778643 67 93 38 -0.23815699 0.00750000
0.22821843 72 87 39 -0.20784610 0.04500000
0.22925530 78 82 38 -0.19052559 0.09000000
0.22994157 81 80 37 -0.18619546 0.11250000
0.23053502 83 77 38 -0.16887495 0.12750000
0.23162762 87 79 32 -0.20351597 0.15750000
0.23256440 91 75 32 -0.18619546 0.18750000
0.23344416 96 72 30 -0.18186533 0.22500000
0.23411656 98 69 31 -0.16454483 0.24000000
0.23450757 102 68 28 -0.17320508 0.27000000
0.23494183 101 71 26 -0.19485572 0.26250000
0.23567995 109 65 24 -0.17753521 0.32250000
0.23698564 108 62 28 -0.14722432 0.31500000
0.23770205 116 56 26 -0.12990381 0.37500000
0.23853215 120 52 26 -0.11258330 0.40500000
0.23992345 123 47 28 -0.08227241 0.42750000
0.24110147 127 43 28 -0.06495191 0.45750000
0.24209573 129 37 32 -0.02165064 0.47250000
0.24291506 125 34 39 0.02165064 0.44250000
0.24371351 125 32 41 0.03897114 0.44250000
0.24468058 130 32 36 0.01732051 0.48000000
0.24576880 129 29 40 0.04763140 0.47250000
0.24681454 132 24 42 0.07794229 0.49500000
0.24815537 124 23 51 0.12124356 0.43500000
0.24914997 120 20 58 0.16454483 0.40500000
0.24981778 116 20 62 0.18186533 0.37500000
0.25070400 111 19 68 0.21217622 0.33750000
0.25195776 104 19 75 0.24248711 0.28500000
0.25318050 101 20 77 0.24681724 0.26250000
0.25407094 97 23 78 0.23815699 0.23250000
0.25467919 95 19 84 0.28145826 0.21750000
0.25592993 89 20 89 0.29877876 0.17250000
0.25690804 81 22 95 0.31609927 0.11250000
0.25750339 82 18 98 0.34641016 0.12000000
0.25873675 73 19 106 0.37672105 0.05250000
0.25942600 72 16 110 0.40703194 0.04500000
0.26027096 66 20 112 0.39837169 0.00000000
0.26135717 62 23 113 0.38971143 -0.03000000
0.26224997 56 24 118 0.40703194 -0.07500000
0.26302253 53 28 117 0.38538130 -0.09750000
0.26387716 48 30 120 0.38971143 -0.13500000
0.26484201 43 32 123 0.39404156 -0.17250000
0.26551589 41 37 120 0.35940054 -0.18750000
0.26630879 37 40 121 0.35074029 -0.21750000
0.26709374 36 43 119 0.32908965 -0.22500000
0.26747370 28 45 125 0.34641016 -0.28500000
0.26851221 29 47 122 0.32475953 -0.27750000
0.26902654 27 52 119 0.29011851 -0.29250000
0.26979018 27 56 115 0.25547749 -0.29250000
0.27069592 25 58 115 0.24681724 -0.30750000
0.27148477 23 66 109 0.18619546 -0.32250000
0.27206053 24 68 106 0.16454483 -0.31500000
0.27342308 25 70 103 0.14289419 -0.30750000
0.27410634 28 74 96 0.09526279 -0.28500000
0.27446293 27 74 97 0.09959292 -0.29250000
0.27501660 23 80 95 0.06495191 -0.32250000
0.27554030 23 84 91 0.03031089 -0.32250000
0.27617192 23 88 87 -0.00433013 -0.32250000
0.27702889 22 94 82 -0.05196152 -0.33000000
0.27775105 23 99 76 -0.09959292 -0.32250000
0.27842380 23 100 75 -0.10825318 -0.32250000
0.27934002 23 104 71 -0.14289419 -0.32250000
0.28016846 23 111 64 -0.20351597 -0.32250000
0.28054910 27 110 61 -0.21217622 -0.29250000
0.28189631 26 113 59 -0.23382686 -0.30000000
0.28244623 26 117 55 -0.26846788 -0.30000000
0.28333073 26 121 51 -0.30310889 -0.30000000
0.28416273 29 125 44 -0.35074029 -0.27750000
0.28497355 31 128 39 -0.38538130 -0.26250000
0.28583468 35 130 33 -0.42002232 -0.23250000
0.28677533 32 134 32 -0.44167296 -0.25500000
0.28829686 36 133 29 -0.45033321 -0.22500000
0.28952010 39 137 22 -0.49796461 -0.20250000
0.29159273 44 131 23 -0.46765372 -0.16500000
0.29312646 50 129 19 -0.47631397 -0.12000000
0.29397085 54 128 16 -0.48497423 -0.09000000
0.29499156 59 122 17 -0.45466334 -0.05250000
0.29565489 66 115 17 -0.42435245 0.00000000
0.29654540 73 111 14 -0.42002232 0.05250000
0.29736564 82 103 13 -0.38971143 0.12000000
0.29802468 92 93 13 -0.34641016 0.19500000
0.29873878 96 89 13 -0.32908965 0.22500000
0.29916135 102 81 15 -0.28578838 0.27000000
0.30054127 110 75 13 -0.26846788 0.33000000
0.30145655 116 70 12 -0.25114737 0.37500000
0.30231926 123 63 12 -0.22083648 0.42750000
0.30344638 133 53 12 -0.17753521 0.50250000
0.30535881 138 50 10 -0.17320508 0.54000000
0.30599643 146 44 8 -0.15588457 0.60000000
0.30716925 154 35 9 -0.11258330 0.66000000
0.30800362 160 27 11 -0.06928203 0.70500000
0.30941047 163 22 13 -0.03897114 0.72750000
0.31061045 166 17 15 -0.00866025 0.75000000
0.31256627 163 15 20 0.02165064 0.72750000
0.31422342 169 7 22 0.06495191 0.77250000
0.31645891 163 5 30 0.10825318 0.72750000
0.31895818 157 3 38 0.15155445 0.68250000
0.32030855 149 2 47 0.19485572 0.62250000
0.32113073 143 0 55 0.23815699 0.57750000
