# x_traj1  y_traj1 x_traj2  y_traj2 ...  
0.00010243 0.76940392 0.00012980 0.65865848 0.00014200 0.56367764 0.00014393 0.47330802 0.00013617 0.38109167 0.00011612 0.27892735 
0.00020487 0.76940377 0.00025961 0.65865830 0.00028399 0.56367746 0.00028785 0.47330786 0.00027235 0.38109153 0.00023224 0.27892724 
0.00030730 0.76940347 0.00038941 0.65865795 0.00042599 0.56367711 0.00043178 0.47330753 0.00040852 0.38109126 0.00034836 0.27892703 
0.00040974 0.76940302 0.00051922 0.65865743 0.00056799 0.56367659 0.00057571 0.47330705 0.00054470 0.38109084 0.00046448 0.27892672 
0.00051217 0.76940242 0.00064902 0.65865674 0.00070998 0.56367589 0.00071963 0.47330640 0.00068087 0.38109029 0.00058060 0.27892630 
0.00061461 0.76940167 0.00077883 0.65865587 0.00085198 0.56367502 0.00086356 0.47330559 0.00081705 0.38108959 0.00069672 0.27892578 
0.00071704 0.76940077 0.00090863 0.65865483 0.00099398 0.56367397 0.00100748 0.47330462 0.00095322 0.38108876 0.00081284 0.27892515 
0.00081948 0.76939972 0.00103844 0.65865361 0.00113597 0.56367275 0.00115141 0.47330349 0.00108939 0.38108779 0.00092896 0.27892442 
0.00092191 0.76939852 0.00116824 0.65865222 0.00127797 0.56367136 0.00129534 0.47330220 0.00122557 0.38108668 0.00104509 0.27892359 
0.00102435 0.76939717 0.00129805 0.65865066 0.00141997 0.56366979 0.00143927 0.47330074 0.00136174 0.38108544 0.00116121 0.27892265 
0.00112679 0.76939567 0.00142786 0.65864892 0.00156197 0.56366804 0.00158319 0.47329912 0.00149792 0.38108405 0.00127733 0.27892160 
0.00122923 0.76939402 0.00155766 0.65864701 0.00170397 0.56366612 0.00172712 0.47329734 0.00163409 0.38108253 0.00139345 0.27892045 
0.00133166 0.76939221 0.00168747 0.65864493 0.00184597 0.56366403 0.00187105 0.47329540 0.00177027 0.38108086 0.00150957 0.27891920 
0.00143410 0.76939026 0.00181728 0.65864267 0.00198797 0.56366176 0.00201498 0.47329330 0.00190644 0.38107906 0.00162569 0.27891784 
0.00153654 0.76938816 0.00194709 0.65864024 0.00212997 0.56365932 0.00215890 0.47329104 0.00204262 0.38107712 0.00174181 0.27891638 
0.00163898 0.76938591 0.00207690 0.65863764 0.00227197 0.56365671 0.00230283 0.47328861 0.00217879 0.38107505 0.00185793 0.27891481 
0.00174143 0.76938350 0.00220671 0.65863486 0.00241397 0.56365392 0.00244676 0.47328602 0.00231497 0.38107283 0.00197404 0.27891314 
0.00184387 0.76938095 0.00233652 0.65863191 0.00255597 0.56365095 0.00259069 0.47328327 0.00245114 0.38107047 0.00209016 0.27891137 
0.00194631 0.76937825 0.00246633 0.65862878 0.00269797 0.56364781 0.00273462 0.47328036 0.00258732 0.38106798 0.00220628 0.27890949 
0.00204876 0.76937540 0.00259614 0.65862548 0.00283997 0.56364450 0.00287855 0.47327729 0.00272349 0.38106535 0.00232240 0.27890750 
0.00215120 0.76937239 0.00272596 0.65862201 0.00298198 0.56364101 0.00302248 0.47327405 0.00285967 0.38106258 0.00243852 0.27890541 
0.00225365 0.76936924 0.00285577 0.65861836 0.00312398 0.56363735 0.00316641 0.47327065 0.00299584 0.38105967 0.00255464 0.27890322 
0.00235610 0.76936594 0.00298559 0.65861454 0.00326599 0.56363351 0.00331034 0.47326710 0.00313202 0.38105662 0.00267076 0.27890092 
0.00245855 0.76936248 0.00311541 0.65861054 0.00340799 0.56362950 0.00345427 0.47326338 0.00326819 0.38105343 0.00278688 0.27889852 
0.00256100 0.76935888 0.00324523 0.65860638 0.00355000 0.56362531 0.00359820 0.47325949 0.00340437 0.38105011 0.00290299 0.27889601 
0.00266345 0.76935513 0.00337505 0.65860203 0.00369201 0.56362095 0.00374214 0.47325545 0.00354054 0.38104665 0.00301911 0.27889340 
0.00276590 0.76935122 0.00350487 0.65859752 0.00383402 0.56361642 0.00388607 0.47325124 0.00367672 0.38104304 0.00313523 0.27889069 
0.00286836 0.76934717 0.00363469 0.65859283 0.00397602 0.56361171 0.00403000 0.47324688 0.00381289 0.38103930 0.00325135 0.27888787 
0.00297081 0.76934296 0.00376451 0.65858797 0.00411804 0.56360683 0.00417393 0.47324235 0.00394907 0.38103542 0.00336746 0.27888494 
0.00307327 0.76933861 0.00389434 0.65858293 0.00426005 0.56360177 0.00431787 0.47323766 0.00408524 0.38103141 0.00348358 0.27888191 
0.00317573 0.76933411 0.00402417 0.65857772 0.00440206 0.56359654 0.00446180 0.47323281 0.00422142 0.38102725 0.00359969 0.27887878 
0.00327819 0.76932945 0.00415399 0.65857234 0.00454407 0.56359113 0.00460574 0.47322779 0.00435759 0.38102296 0.00371581 0.27887554 
0.00338066 0.76932465 0.00428382 0.65856678 0.00468609 0.56358555 0.00474968 0.47322262 0.00449377 0.38101852 0.00383193 0.27887220 
